"stimulusitem4","mean_trust","zscore_trust"
"CFD-BF-001-N.jpg",4.9811320754717,0.121282375112609
"CFD-BF-002-N.jpg",6.1875,2.03393700540086
"CFD-BF-003-N.jpg",5.84615384615385,1.49274448161902
"CFD-BF-004-N.jpg",4.94444444444444,0.0631154047117505
"CFD-BF-005-N.jpg",5.48,0.912220219489092
"CFD-BF-006-N.jpg",5.54716981132075,1.01871563272586
"CFD-BF-007-N.jpg",4.16326530612245,-1.17541710731634
"CFD-BF-008-N.jpg",4.93877551020408,0.0541275054952904
"CFD-BF-009-N.jpg",4.77358490566038,-0.207776486012251
"CFD-BF-010-N.jpg",5.46,0.880510911053423
"CFD-BF-011-N.jpg",4.13953488372093,-1.21304087147826
"CFD-BF-012-N.jpg",4.56896551724138,-0.532193450977043
"CFD-BF-013-N.jpg",6.33333333333333,2.26515071274427
"CFD-BF-014-N.jpg",5.30188679245283,0.629827887760121
"CFD-BF-015-N.jpg",4.68085106382979,-0.354802785663784
"CFD-BF-016-N.jpg",4.48,-0.673245202294325
"CFD-BF-017-N.jpg",5.23529411764706,0.524247504511502
"CFD-BF-018-N.jpg",5.76595744680851,1.36559586350546
"CFD-BF-019-N.jpg",5.24444444444444,0.538755031246776
"CFD-BF-020-N.jpg",5.03125,0.200742611463783
"CFD-BF-021-N.jpg",5.01639344262295,0.17718805345573
"CFD-BF-023-N.jpg",4.42222222222222,-0.764849871108479
"CFD-BF-024-N.jpg",4.27659574468085,-0.995735615746443
"CFD-BF-025-N.jpg",5.44897959183673,0.863038434976627
"CFD-BF-027-N.jpg",5.14814814814815,0.386080583223187
"CFD-BF-028-N.jpg",5.56363636363636,1.04482278203825
"CFD-BF-029-N.jpg",4.2,-1.11717552039368
"CFD-BF-030-N.jpg",5.6046511627907,1.10985032787884
"CFD-BF-031-N.jpg",4.41666666666667,-0.773658012340609
"CFD-BF-032-N.jpg",4.59649122807018,-0.488552388247977
"CFD-BF-033-N.jpg",4.85416666666667,-0.0800168903103635
"CFD-BF-034-N.jpg",4.38888888888889,-0.817698718501259
"CFD-BF-035-N.jpg",4.45833333333333,-0.707596953099634
"CFD-BF-036-N.jpg",5.69642857142857,1.25536023577507
"CFD-BF-037-N.jpg",5.33333333333333,0.679685290960857
"CFD-BF-038-N.jpg",3.66071428571429,-1.97219437285546
"CFD-BF-039-N.jpg",5.30188679245283,0.629827887760121
"CFD-BF-040-N.jpg",5.04347826086957,0.220130096241026
"CFD-BF-041-N.jpg",5.31707317073171,0.653905365403404
"CFD-BF-042-N.jpg",5.36666666666667,0.732534138353637
"CFD-BF-043-N.jpg",5.43137254901961,0.835123077410212
"CFD-BF-044-N.jpg",4.61538461538461,-0.458597575960572
"CFD-BF-045-N.jpg",4.09433962264151,-1.28469639514816
"CFD-BF-047-N.jpg",4.64406779661017,-0.413121383940708
"CFD-BF-048-N.jpg",4.80434782608696,-0.159002939402836
"CFD-BF-049-N.jpg",5.68292682926829,1.23395369044612
"CFD-BF-050-N.jpg",4.40816326530612,-0.787139861165299
"CFD-BF-051-N.jpg",4.29166666666667,-0.971841190063536
